Record_ID,Date,Day,Month,Branch,Region,Store_Type,Staff_Count,Marketing_Spend,Customers,Orders,Average_Bill,Revenue,Food_Cost,Operating_Cost,Profit,Avg_Delivery_Min,Customer_Rating,Temperature_C,Humidity_Percent,Weather,Promotion
ST0152,2026-06-22,Monday,June,Bengaluru,South,Standard,15,5259.94,182,146,275.05,47040.04,15085.88,44425.84,2614.2,20.0,4.61,36.8,74.9,Cloudy,None
ST0153,2026-04-15,Wednesday,April,Pune,West,Premium,14,8582.91,226,192,554.47,135658.65,51064.76,85201.94,50456.71,20.1,4.54,28.0,51.8,Rain,Combo Deal
ST0154,2026-04-27,Monday,April,Jaipur,North,Express,11,9432.27,215,175,300.75,70383.47,26742.38,54986.58,15396.89,27.2,4.8,33.6,82.8,Cloudy,Weekend Offer
ST0155,2026-05-05,Tuesday,May,Bengaluru,South,Premium,19,8134.28,253,218,538.63,142945.02,54761.43,93149.81,49795.21,27.9,4.26,37.4,83.5,Cloudy,None
ST0156,2026-01-28,Wednesday,January,Kochi,South,Premium,15,9108.32,246,218,497.38,121689.13,45137.54,79909.35,41779.78,27.3,4.31,24.1,43.5,Clear,Loyalty Offer
ST0157,2026-05-31,Sunday,May,Hyderabad,South,Premium,22,8130.55,345,301,535.53,182861.79,64223.2,105256.8,77604.99,26.6,4.65,34.1,71.1,Cloudy,Weekend Offer
ST0158,2026-01-17,Saturday,January,Jaipur,North,Express,6,5612.06,203,173,261.56,54603.87,20842.22,37700.9,16902.97,30.8,4.67,31.1,63.2,Cloudy,None
ST0159,2026-05-30,Saturday,May,Bengaluru,South,Standard,16,1291.58,272,227,484.7,138315.76,56656.71,85439.14,52876.62,21.2,4.9,33.9,32.1,Clear,None
ST0160,2026-02-18,Wednesday,February,Bengaluru,South,Premium,12,9708.55,270,244,493.97,132460.68,44655.6,70319.34,62141.34,34.7,4.22,25.1,49.0,Clear,None
ST0161,2026-02-01,Sunday,February,Kochi,South,Standard,10,6291.17,239,207,370.33,85157.95,32167.65,51859.23,33298.72,24.3,4.32,27.4,76.9,Rain,Combo Deal
ST0162,2026-01-28,Wednesday,January,Srinagar,North,Express,11,5969.24,185,162,262.64,44060.47,17478.49,39648.26,4412.21,25.3,4.68,28.8,75.2,Clear,None
ST0163,2026-02-03,Tuesday,February,Hyderabad,South,Express,6,7344.08,150,122,366.97,50530.72,17001.98,39826.13,10704.59,21.2,4.5,25.6,50.8,Clear,None
ST0164,2026-03-23,Monday,March,Hyderabad,South,Standard,8,3557.24,194,159,465.88,88452.01,30854.05,48669.6,39782.41,19.4,4.32,33.7,75.5,Hot,Loyalty Offer
ST0165,2026-06-15,Monday,June,Srinagar,North,Standard,8,4135.71,212,171,352.29,66552.56,23923.11,44960.05,21592.51,35.8,4.32,30.9,77.1,Clear,Combo Deal
ST0166,2026-04-07,Tuesday,April,Mumbai,West,Standard,8,7136.89,191,149,328.27,57086.89,19747.38,43463.62,13623.27,25.2,4.21,26.3,46.2,Clear,None
ST0167,2026-05-03,Sunday,May,Pune,West,Standard,15,3833.58,241,188,337.55,78697.61,24468.78,50082.36,28615.25,23.5,4.59,21.0,70.0,Cloudy,None
ST0168,2026-02-17,Tuesday,February,Hyderabad,South,Premium,22,10659.63,274,215,475.9,135901.35,42412.75,81100.86,54800.49,13.9,4.66,25.3,95.0,Cloudy,None
ST0169,2026-05-03,Sunday,May,Srinagar,North,Standard,11,4415.93,221,177,410.68,92162.41,28847.22,52329.58,39832.83,20.6,4.83,20.7,43.6,Cloudy,None
ST0170,2026-03-08,Sunday,March,Pune,West,Express,9,4101.59,192,166,315.22,59387.73,23752.23,40425.7,18962.03,21.7,4.68,29.7,56.7,Rain,None
ST0171,2026-06-20,Saturday,June,Srinagar,North,Express,9,1985.82,194,166,364.78,71260.91,28293.71,44361.89,26899.02,23.6,4.71,24.2,68.0,Cloudy,Weekend Offer
ST0172,2026-01-31,Saturday,January,Kochi,South,Premium,20,8935.01,347,320,487.19,171167.06,53298.04,86203.09,84963.97,29.5,4.67,29.1,56.0,Clear,None
ST0173,2026-02-28,Saturday,February,Jaipur,North,Standard,13,5672.84,250,210,442.08,109278.84,36484.02,60999.33,48279.51,25.8,4.4,24.5,64.4,Clear,Weekend Offer
ST0174,2026-01-22,Thursday,January,Jaipur,North,Standard,8,5197.21,223,204,352.21,80762.01,27668.67,47891.62,32870.39,24.9,4.35,29.2,64.3,Rain,Combo Deal
ST0175,2026-05-30,Saturday,May,Pune,West,Premium,18,7241.94,322,264,463.71,145135.08,51122.61,79956.34,65178.74,27.0,4.62,27.8,42.6,Clear,None
ST0176,2026-04-07,Tuesday,April,Bengaluru,South,Express,7,6657.0,142,126,364.25,52756.98,21399.03,41139.95,11617.03,23.3,4.12,31.7,79.1,Hot,None
ST0177,2026-02-21,Saturday,February,Bengaluru,South,Express,7,4936.54,175,158,351.17,53269.72,21354.28,41906.44,11363.28,31.0,4.15,22.2,70.1,Hot,None
ST0178,2026-06-19,Friday,June,Jaipur,North,Express,6,1704.52,165,152,395.57,58056.42,20626.5,36235.49,21820.93,30.5,4.35,25.8,73.0,Cloudy,Combo Deal
ST0179,2026-01-30,Friday,January,Srinagar,North,Standard,10,6157.24,183,161,346.39,64339.05,23499.54,47078.76,17260.29,24.2,4.94,21.4,68.7,Cloudy,Weekend Offer
ST0180,2026-02-03,Tuesday,February,Hyderabad,South,Standard,18,4662.06,209,191,357.91,71433.57,24855.27,53516.64,17916.93,26.1,4.32,24.6,75.2,Clear,None
ST0181,2026-06-10,Wednesday,June,Jaipur,North,Standard,9,6808.43,238,202,291.81,70416.07,23774.83,48182.19,22233.88,30.3,4.76,27.9,64.7,Rain,Weekend Offer
ST0182,2026-03-08,Sunday,March,Bengaluru,South,Standard,10,1662.58,249,207,375.62,102203.82,34891.1,53736.05,48467.77,24.0,4.36,26.5,90.8,Clear,Combo Deal
ST0183,2026-02-25,Wednesday,February,Srinagar,North,Standard,8,4644.04,220,184,307.13,74221.13,23696.64,42203.41,32017.72,26.1,4.42,30.9,82.1,Clear,Combo Deal
ST0184,2026-05-24,Sunday,May,Delhi,North,Premium,15,11784.96,329,295,550.18,181345.22,59868.57,92249.03,89096.19,23.4,4.39,24.1,59.3,Clear,None
ST0185,2026-04-06,Monday,April,Pune,West,Standard,8,1977.32,183,161,398.37,64724.03,26985.74,47146.09,17577.94,24.4,4.8,30.5,75.8,Clear,None
ST0186,2026-05-18,Monday,May,Jaipur,North,Standard,8,7180.59,234,196,349.36,85956.09,31762.19,55155.44,30800.65,21.9,4.45,27.7,59.1,Rain,None
ST0187,2026-02-25,Wednesday,February,Pune,West,Standard,16,4030.76,265,248,357.44,92862.56,33733.21,62612.98,30249.58,24.9,4.37,26.8,68.7,Cloudy,Weekend Offer
ST0188,2026-02-23,Monday,February,Hyderabad,South,Express,7,6472.78,157,131,354.35,50117.16,16522.88,36924.11,13193.05,35.7,4.2,20.4,77.4,Cloudy,None
ST0189,2026-04-25,Saturday,April,Hyderabad,South,Express,11,4530.86,187,161,213.94,42600.11,14122.42,36540.89,6059.22,28.9,4.29,27.8,68.2,Rain,Weekend Offer
ST0190,2026-01-01,Thursday,January,Srinagar,North,Standard,9,4864.32,175,148,433.6,79088.66,26863.22,48287.96,30800.7,20.4,4.43,31.0,42.9,Clear,Loyalty Offer
ST0191,2026-02-04,Wednesday,February,Srinagar,North,Standard,8,4917.42,189,157,344.81,62422.68,23878.71,42922.36,19500.32,24.2,4.68,31.4,59.2,Clear,None
ST0192,2026-03-08,Sunday,March,Hyderabad,South,Standard,17,6038.22,248,214,420.3,103398.75,39540.56,69277.95,34120.8,24.0,4.32,33.6,72.3,Cloudy,None
ST0193,2026-04-27,Monday,April,Kochi,South,Express,10,2797.0,177,145,304.21,50426.52,20005.11,39783.72,10642.8,27.0,4.38,23.1,69.5,Clear,None
ST0194,2026-01-20,Tuesday,January,Kochi,South,Standard,11,8600.27,188,176,382.37,71483.76,29813.1,56338.98,15144.78,22.3,4.53,30.5,74.7,Cloudy,None
ST0195,2026-02-07,Saturday,February,Mumbai,West,Standard,12,5799.87,320,280,268.99,86261.57,36224.65,62843.52,23418.05,28.8,4.53,31.7,67.8,Clear,Weekend Offer
ST0196,2026-03-10,Tuesday,March,Pune,West,Standard,18,4757.58,235,209,374.79,87271.96,33805.06,60344.51,26927.45,21.8,4.44,34.4,48.1,Cloudy,None
ST0197,2026-06-27,Saturday,June,Bengaluru,South,Express,9,3875.03,163,130,260.46,43106.67,17105.71,35582.91,7523.76,26.4,4.38,26.1,55.7,Cloudy,None
ST0198,2026-02-04,Wednesday,February,Pune,West,Standard,17,6240.23,267,248,354.25,88564.97,28875.43,62658.47,25906.5,27.5,4.47,30.9,45.5,Rain,Combo Deal
ST0199,2026-03-22,Sunday,March,Pune,West,Express,7,7498.41,185,163,262.77,47231.76,17981.75,41516.59,5715.17,29.2,4.57,19.0,61.9,Clear,Loyalty Offer
ST0200,2026-03-14,Saturday,March,Hyderabad,South,Express,9,7499.16,204,188,305.89,67365.38,27390.85,50867.18,16498.2,24.1,4.21,28.5,80.3,Clear,Combo Deal
ST0201,2026-06-18,Thursday,June,Pune,West,Express,6,4188.86,131,105,180.0,34073.79,13250.65,33960.09,113.7,25.7,4.57,29.9,37.1,Clear,Combo Deal
ST0202,2026-04-03,Friday,April,Hyderabad,South,Standard,15,3674.67,212,184,362.04,71598.55,27444.32,56541.84,15056.71,19.6,4.79,23.5,88.7,Clear,Combo Deal
ST0203,2026-06-07,Sunday,June,Mumbai,West,Standard,11,7409.62,262,242,403.2,107851.34,40881.77,68339.68,39511.66,36.7,4.09,31.1,52.4,Cloudy,Weekend Offer
ST0204,2026-04-13,Monday,April,Kochi,South,Express,11,1784.42,149,130,223.97,37261.31,13592.81,33679.0,3582.31,21.8,4.47,29.2,60.4,Cloudy,None
ST0205,2026-04-19,Sunday,April,Bengaluru,South,Premium,22,4726.21,360,283,513.19,187875.32,71088.73,107452.65,80422.67,29.9,4.36,26.3,63.3,Cloudy,Loyalty Offer
ST0206,2026-03-23,Monday,March,Bengaluru,South,Premium,15,7616.17,319,253,435.29,139566.27,49152.11,77926.36,61639.91,24.9,4.68,24.3,32.2,Cloudy,Combo Deal
ST0207,2026-04-01,Wednesday,April,Jaipur,North,Standard,12,6382.55,245,227,392.63,91039.09,37766.07,63660.2,27378.89,22.7,4.28,17.5,31.5,Clear,None
ST0208,2026-06-15,Monday,June,Kochi,South,Standard,18,5915.12,214,197,399.72,84103.74,34132.06,64308.69,19795.05,30.3,4.6,31.0,53.2,Clear,Weekend Offer
ST0209,2026-05-23,Saturday,May,Mumbai,West,Premium,18,9185.41,295,267,433.99,121734.56,47374.88,83517.99,38216.57,29.9,4.15,39.6,50.7,Clear,None
ST0210,2026-04-30,Thursday,April,Srinagar,North,Standard,8,1591.32,209,170,363.26,67014.97,27692.81,41721.22,25293.75,27.8,4.2,30.4,83.1,Clear,None
ST0211,2026-05-21,Thursday,May,Srinagar,North,Standard,15,5433.39,227,193,396.63,90021.53,28689.74,58938.79,31082.74,24.0,4.61,18.7,57.4,Cloudy,None
ST0212,2026-03-26,Thursday,March,Srinagar,North,Standard,13,3022.2,188,168,451.85,78743.5,30678.46,55328.73,23414.77,22.8,4.78,27.8,67.4,Cloudy,None
ST0213,2026-02-25,Wednesday,February,Delhi,North,Standard,16,6721.57,261,220,394.97,102430.14,40207.72,71779.2,30650.94,22.5,4.58,24.6,75.1,Clear,Loyalty Offer
ST0214,2026-04-13,Monday,April,Mumbai,West,Premium,16,7360.25,262,211,553.07,149972.5,56917.57,91116.65,58855.85,28.8,4.24,20.3,75.5,Hot,None
ST0215,2026-06-21,Sunday,June,Delhi,North,Standard,16,4658.78,272,239,352.56,95759.13,32234.87,61857.98,33901.15,21.4,4.9,23.1,44.5,Clear,Loyalty Offer
ST0216,2026-01-26,Monday,January,Kochi,South,Express,9,6406.59,121,110,352.47,50160.38,18145.43,40485.94,9674.44,26.4,4.64,31.1,68.0,Clear,None
ST0217,2026-06-05,Friday,June,Delhi,North,Express,6,5497.82,123,104,363.18,42029.65,16265.07,34247.91,7781.74,24.6,4.47,35.3,48.2,Cloudy,Combo Deal
ST0218,2026-03-10,Tuesday,March,Bengaluru,South,Standard,12,6320.52,172,155,444.86,79563.07,25506.19,52518.93,27044.14,31.4,4.24,33.3,48.6,Hot,None
ST0219,2026-01-20,Tuesday,January,Hyderabad,South,Standard,11,4881.56,170,152,356.72,63869.24,23486.84,48793.1,15076.14,21.2,4.58,27.4,78.6,Hot,None
ST0220,2026-05-15,Friday,May,Kochi,South,Express,10,6386.44,176,145,377.71,67690.74,27227.87,52264.84,15425.9,28.7,4.36,27.7,69.3,Clear,Loyalty Offer
ST0221,2026-03-18,Wednesday,March,Kochi,South,Standard,9,6036.57,173,157,506.68,91069.73,37697.66,59894.26,31175.47,25.1,4.76,37.5,42.7,Clear,None
ST0222,2026-01-23,Friday,January,Kochi,South,Standard,14,4038.99,191,168,491.87,98478.59,32962.63,58682.11,39796.48,22.8,4.65,22.7,58.3,Clear,None
ST0223,2026-04-21,Tuesday,April,Hyderabad,South,Premium,14,9005.13,297,245,544.08,154289.03,56233.08,85506.23,68782.8,34.6,4.07,27.9,56.1,Hot,None
ST0224,2026-04-01,Wednesday,April,Jaipur,North,Standard,10,7155.33,241,213,463.74,111078.83,44967.92,67626.17,43452.66,26.4,4.36,18.8,42.1,Clear,Combo Deal
ST0225,2026-06-13,Saturday,June,Kochi,South,Express,11,7206.88,215,173,442.31,91755.1,31310.14,56689.36,35065.74,27.6,3.76,30.0,70.3,Clear,None
ST0226,2026-02-09,Monday,February,Pune,West,Standard,9,4017.01,209,190,391.68,81642.86,28406.22,45846.13,35796.73,29.3,4.42,35.6,57.8,Clear,None
ST0227,2026-02-04,Wednesday,February,Mumbai,West,Standard,15,5351.64,204,179,409.76,86537.65,34835.9,59926.16,26611.49,24.9,4.6,26.0,51.3,Clear,Weekend Offer
ST0228,2026-04-09,Thursday,April,Pune,West,Standard,14,5926.97,238,199,478.48,114505.28,41952.4,69941.68,44563.6,26.1,4.66,26.0,75.3,Cloudy,None
ST0229,2026-06-03,Wednesday,June,Jaipur,North,Premium,19,8289.59,291,246,606.34,174574.92,66783.95,104208.09,70366.83,25.4,4.74,32.8,73.5,Cloudy,None
ST0230,2026-04-29,Wednesday,April,Mumbai,West,Standard,18,1988.01,221,172,330.54,69875.01,25807.44,50383.43,19491.58,22.3,4.42,29.9,57.1,Clear,Combo Deal
ST0231,2026-02-24,Tuesday,February,Hyderabad,South,Standard,12,6603.84,170,140,443.8,80219.31,33236.68,57647.89,22571.42,21.5,4.42,16.9,60.4,Rain,Combo Deal
ST0232,2026-01-25,Sunday,January,Mumbai,West,Express,7,6572.34,212,182,318.85,69628.0,23782.94,46449.16,23178.84,37.3,4.28,32.6,25.2,Cloudy,Combo Deal
ST0233,2026-04-18,Saturday,April,Mumbai,West,Standard,10,725.35,234,186,390.36,88665.0,33451.37,51069.99,37595.01,25.2,4.69,26.2,68.5,Clear,None
ST0234,2026-03-16,Monday,March,Srinagar,North,Standard,14,4957.42,207,187,330.28,74374.38,30947.1,55296.36,19078.02,24.4,4.58,22.2,30.5,Clear,Combo Deal
ST0235,2026-04-30,Thursday,April,Bengaluru,South,Standard,9,2175.17,210,168,231.28,56907.29,19229.13,38515.86,18391.43,26.8,4.56,29.3,85.9,Rain,Loyalty Offer
ST0236,2026-01-05,Monday,January,Kochi,South,Standard,10,8052.88,179,151,353.83,64818.03,23170.93,47587.86,17230.17,22.7,4.53,18.8,60.7,Rain,None
ST0237,2026-06-11,Thursday,June,Jaipur,North,Express,8,5988.47,135,116,215.9,31295.28,10868.86,31629.75,-334.47,19.7,4.58,14.5,60.7,Clear,None
ST0238,2026-04-24,Friday,April,Bengaluru,South,Express,7,4378.33,158,139,336.16,54298.71,21528.51,42920.79,11377.92,24.1,4.55,22.3,77.5,Clear,None
ST0239,2026-03-14,Saturday,March,Kochi,South,Standard,10,1743.0,280,248,292.35,77111.85,25327.76,45721.45,31390.4,30.5,4.2,24.9,38.9,Rain,Weekend Offer
ST0240,2026-05-06,Wednesday,May,Kochi,South,Express,8,3481.83,151,127,259.17,38971.84,16073.88,36629.16,2342.68,22.6,4.14,31.0,61.4,Cloudy,Weekend Offer
ST0241,2026-05-13,Wednesday,May,Srinagar,North,Premium,21,5603.13,282,245,504.75,147560.97,53107.41,86918.23,60642.74,24.0,4.59,23.9,57.2,Rain,Combo Deal
ST0242,2026-03-11,Wednesday,March,Kochi,South,Standard,11,5923.47,221,187,473.01,101298.06,35363.95,58323.89,42974.17,27.4,4.51,26.7,64.8,Hot,Loyalty Offer
ST0243,2026-04-23,Thursday,April,Jaipur,North,Standard,18,4617.79,267,250,373.66,89541.07,33766.21,63670.75,25870.32,24.8,4.63,20.4,57.9,Clear,None
ST0244,2026-05-22,Friday,May,Bengaluru,South,Standard,15,2199.46,191,176,293.19,56668.16,21455.23,48441.75,8226.41,26.1,4.53,31.6,71.9,Clear,None
ST0245,2026-04-02,Thursday,April,Srinagar,North,Express,8,2045.35,184,150,304.8,49786.07,17456.85,32900.76,16885.31,28.8,4.21,31.8,57.9,Clear,Combo Deal
ST0246,2026-01-23,Friday,January,Delhi,North,Express,11,6191.15,144,133,374.82,53521.84,17818.79,41781.97,11739.87,17.7,4.54,27.3,59.9,Cloudy,None
ST0247,2026-05-15,Friday,May,Srinagar,North,Premium,19,7582.5,339,293,562.77,193782.79,75447.9,106765.62,87017.17,23.3,4.63,25.9,48.4,Clear,Weekend Offer
ST0248,2026-04-26,Sunday,April,Mumbai,West,Express,11,4934.09,204,173,338.47,68533.42,25755.43,52422.78,16110.64,29.2,4.28,24.3,70.5,Rain,Weekend Offer
ST0249,2026-05-23,Saturday,May,Hyderabad,South,Standard,10,4197.3,239,200,372.52,86050.28,34076.7,54871.66,31178.62,26.4,4.47,22.0,56.3,Clear,None
ST0250,2026-01-06,Tuesday,January,Kochi,South,Standard,17,4793.36,209,167,378.16,77940.72,25505.54,57851.79,20088.93,16.2,4.73,24.0,56.0,Clear,None
ST0251,2026-05-21,Thursday,May,Kochi,South,Express,5,8229.86,245,206,389.15,90478.16,35552.08,54599.25,35878.91,33.8,4.23,24.0,73.3,Clear,Loyalty Offer
ST0252,2026-01-03,Saturday,January,Srinagar,North,Express,11,6938.22,219,201,255.18,52564.99,17979.99,46865.6,5699.39,22.9,4.52,30.3,81.6,Clear,None
ST0253,2026-03-27,Friday,March,Hyderabad,South,Standard,13,5076.01,184,159,376.95,73825.49,26113.05,52295.65,21529.84,22.3,4.83,25.2,50.4,Rain,None
ST0254,2026-02-19,Thursday,February,Mumbai,West,Standard,10,7075.85,205,170,369.1,76639.19,26780.44,53994.92,22644.27,29.2,4.83,35.1,64.8,Clear,None
ST0255,2026-06-13,Saturday,June,Jaipur,North,Standard,8,5698.24,290,250,303.77,86819.33,32956.11,53253.43,33565.9,35.5,4.32,23.5,44.7,Cloudy,Weekend Offer
ST0256,2026-06-02,Tuesday,June,Bengaluru,South,Express,5,2091.33,106,86,256.09,20540.76,7262.01,20782.38,-241.62,26.5,4.57,19.7,85.9,Hot,None
ST0257,2026-02-20,Friday,February,Pune,West,Express,11,8539.71,144,130,320.34,48817.55,15677.48,41757.35,7060.2,26.9,4.21,36.7,73.4,Cloudy,Loyalty Offer
ST0258,2026-01-31,Saturday,January,Bengaluru,South,Premium,23,6571.4,360,316,458.69,150377.76,55227.78,98969.22,51408.54,26.1,4.63,33.0,46.3,Cloudy,None
ST0259,2026-03-29,Sunday,March,Hyderabad,South,Premium,21,6055.52,339,278,497.92,168395.04,59431.39,90827.69,77567.35,26.6,4.39,32.8,48.2,Clear,None
ST0260,2026-05-09,Saturday,May,Jaipur,North,Standard,13,4313.82,249,214,387.2,102344.34,39739.66,63118.15,39226.19,31.0,4.21,26.6,45.4,Cloudy,None
ST0261,2026-05-21,Thursday,May,Delhi,North,Standard,18,4878.55,271,250,337.68,95273.88,37160.01,71338.3,23935.58,28.8,4.29,28.0,74.1,Rain,None
ST0262,2026-04-27,Monday,April,Srinagar,North,Standard,17,5374.33,248,213,368.22,98450.29,33094.74,57128.68,41321.61,26.7,4.42,30.3,63.6,Cloudy,None
ST0263,2026-01-24,Saturday,January,Bengaluru,South,Standard,8,6204.7,295,272,383.21,112710.54,40177.66,62560.0,50150.54,30.0,4.57,26.8,66.2,Clear,None
ST0264,2026-02-20,Friday,February,Srinagar,North,Premium,22,7558.27,289,251,457.41,134053.32,49055.73,88130.16,45923.16,22.7,4.37,24.6,65.7,Clear,None
ST0265,2026-05-08,Friday,May,Srinagar,North,Standard,13,6302.03,243,206,500.22,119785.34,49121.76,77123.53,42661.81,19.6,4.45,15.9,82.7,Cloudy,Weekend Offer
ST0266,2026-02-10,Tuesday,February,Delhi,North,Standard,16,6119.42,229,208,366.87,81811.05,25805.99,58442.46,23368.59,21.7,4.5,29.6,76.1,Cloudy,None
ST0267,2026-01-18,Sunday,January,Hyderabad,South,Standard,11,4424.74,247,231,439.87,107344.57,44154.66,63890.69,43453.88,32.3,4.49,34.1,59.0,Rain,Weekend Offer
ST0268,2026-06-19,Friday,June,Kochi,South,Express,7,5171.59,152,121,499.11,76868.44,30870.29,49749.85,27118.59,23.6,4.65,16.6,76.1,Hot,Weekend Offer
ST0269,2026-02-25,Wednesday,February,Jaipur,North,Standard,9,5147.07,169,158,475.82,84165.85,33622.26,58363.22,25802.63,33.1,4.37,30.2,61.9,Clear,None
ST0270,2026-04-03,Friday,April,Jaipur,North,Standard,15,2685.05,216,173,385.77,77436.37,26938.58,53022.62,24413.75,24.5,4.3,36.4,76.0,Clear,Loyalty Offer
ST0271,2026-02-28,Saturday,February,Delhi,North,Express,10,3887.28,180,141,284.55,54777.88,21335.52,42833.63,11944.25,27.7,4.36,26.1,36.9,Cloudy,None
ST0272,2026-03-12,Thursday,March,Srinagar,North,Standard,14,6114.17,227,195,483.33,112829.12,39732.12,64161.53,48667.59,31.3,4.38,27.3,44.8,Cloudy,None
ST0273,2026-03-04,Wednesday,March,Kochi,South,Premium,20,7596.31,313,256,484.07,150469.48,51561.95,87745.81,62723.67,30.3,4.41,33.6,52.9,Cloudy,Loyalty Offer
ST0274,2026-04-27,Monday,April,Pune,West,Express,5,4784.5,170,156,320.28,56179.45,19717.14,38257.03,17922.42,27.4,4.62,27.8,44.5,Cloudy,Loyalty Offer
ST0275,2026-03-31,Tuesday,March,Kochi,South,Premium,13,6452.17,243,225,394.17,94646.67,33838.13,62858.16,31788.51,31.7,4.64,26.9,60.4,Clear,None
ST0276,2026-03-26,Thursday,March,Mumbai,West,Standard,13,3972.51,257,202,460.89,121183.19,47033.66,74873.57,46309.62,28.7,4.38,25.6,65.1,Cloudy,Weekend Offer
ST0277,2026-04-06,Monday,April,Pune,West,Premium,12,6464.91,265,227,554.21,146765.7,50513.56,75402.88,71362.82,26.2,4.31,25.4,58.4,Rain,None
ST0278,2026-06-25,Thursday,June,Kochi,South,Standard,10,1235.13,160,148,374.65,59287.52,19398.4,40675.25,18612.27,25.0,4.28,26.1,50.3,Rain,None
ST0279,2026-01-11,Sunday,January,Srinagar,North,Premium,20,10345.25,323,252,542.61,174925.93,71321.37,109296.76,65629.17,33.7,4.63,24.4,84.8,Clear,None
ST0280,2026-05-03,Sunday,May,Srinagar,North,Standard,17,5144.23,232,206,421.51,94247.05,36667.72,62998.42,31248.63,29.7,4.3,30.5,85.2,Cloudy,None
ST0281,2026-03-13,Friday,March,Pune,West,Standard,10,5437.52,200,166,358.87,71156.83,22466.05,44574.3,26582.53,18.3,4.6,30.7,62.7,Cloudy,None
ST0282,2026-06-17,Wednesday,June,Bengaluru,South,Standard,18,5250.81,192,156,347.08,62245.95,23348.94,54424.65,7821.3,17.6,4.41,29.0,58.0,Clear,None
ST0283,2026-03-17,Tuesday,March,Bengaluru,South,Standard,18,3678.79,183,155,426.4,75638.34,29625.81,59037.78,16600.56,30.7,4.36,31.3,49.3,Clear,None
ST0284,2026-06-28,Sunday,June,Kochi,South,Standard,17,4151.38,241,213,368.91,86046.74,33660.33,61704.32,24342.42,26.6,4.37,33.4,43.1,Clear,None
ST0285,2026-05-20,Wednesday,May,Bengaluru,South,Standard,8,8238.24,190,154,450.47,92472.67,29864.7,53784.55,38688.12,33.3,4.25,26.1,52.3,Rain,Weekend Offer
ST0286,2026-03-06,Friday,March,Jaipur,North,Standard,11,6249.0,263,219,403.81,116026.72,37412.54,61809.7,54217.02,28.1,4.52,18.0,52.8,Rain,Weekend Offer
ST0287,2026-01-30,Friday,January,Jaipur,North,Standard,15,4723.9,179,144,413.82,73375.86,25899.93,54427.19,18948.67,22.2,4.52,29.5,42.9,Clear,None
ST0288,2026-02-23,Monday,February,Hyderabad,South,Standard,10,6081.15,205,187,341.62,59356.68,22667.24,41811.37,17545.31,30.7,4.15,30.7,78.0,Clear,Combo Deal
ST0289,2026-02-21,Saturday,February,Pune,West,Premium,15,8554.35,288,269,537.28,153566.74,61703.98,96132.23,57434.51,27.7,4.39,26.6,56.9,Clear,Weekend Offer
ST0290,2026-01-04,Sunday,January,Kochi,South,Standard,9,3779.4,221,190,443.98,90406.5,34428.43,53214.94,37191.56,24.6,4.17,25.0,68.4,Clear,None
ST0291,2026-01-15,Thursday,January,Mumbai,West,Standard,8,4378.21,181,146,317.77,62331.14,23373.28,41166.83,21164.31,24.3,4.51,21.5,43.9,Cloudy,None
ST0292,2026-04-17,Friday,April,Kochi,South,Standard,14,4207.71,215,175,449.98,98053.65,35987.43,61409.14,36644.51,26.7,4.49,21.3,50.8,Clear,Combo Deal
ST0293,2026-04-13,Monday,April,Srinagar,North,Express,5,6757.48,173,138,212.77,32536.79,13380.81,29646.68,2890.11,31.9,4.21,19.0,75.3,Clear,None
ST0294,2026-03-21,Saturday,March,Kochi,South,Standard,12,5263.56,261,244,355.03,91645.27,36746.32,60984.46,30660.81,29.3,4.32,27.7,70.0,Clear,Weekend Offer
ST0295,2026-04-25,Saturday,April,Bengaluru,South,Standard,16,4335.89,251,216,384.32,97217.43,35396.11,65395.68,31821.75,19.9,4.63,21.8,79.0,Clear,None
ST0296,2026-06-27,Saturday,June,Delhi,North,Standard,16,7582.77,245,227,356.51,85493.69,35763.23,64267.49,21226.2,28.3,4.37,29.6,90.1,Rain,None
ST0297,2026-01-01,Thursday,January,Mumbai,West,Express,8,6437.07,208,168,336.96,64288.36,26153.28,45541.76,18746.6,32.7,4.34,33.4,59.0,Clear,Combo Deal
ST0298,2026-04-25,Saturday,April,Jaipur,North,Standard,10,7647.07,258,234,340.39,77624.06,28332.34,53073.2,24550.86,27.3,4.37,31.0,69.8,Clear,Loyalty Offer
ST0299,2026-06-12,Friday,June,Kochi,South,Standard,13,10442.5,243,203,385.51,93565.88,35124.56,66535.3,27030.58,26.9,4.44,35.8,70.3,Clear,Weekend Offer
ST0300,2026-02-09,Monday,February,Pune,West,Express,8,1430.43,77,71,254.0,24442.3,10001.44,26048.32,-1606.02,24.8,4.57,23.5,63.6,Cloudy,None
ST0301,2026-06-05,Friday,June,Bengaluru,South,Standard,9,6116.84,201,164,389.6,80179.67,32110.1,54854.35,25325.32,27.0,4.75,22.6,70.0,Cloudy,None
ST0302,2026-04-09,Thursday,April,Mumbai,West,Standard,9,5302.97,212,172,383.45,83484.37,33726.98,56683.14,26801.23,29.9,4.36,28.8,76.4,Cloudy,Loyalty Offer
ST0303,2026-02-02,Monday,February,Mumbai,West,Standard,15,7765.82,280,223,354.25,89799.26,28735.87,60675.12,29124.14,25.9,4.51,39.6,68.0,Cloudy,Loyalty Offer
